name,description,website
FlowTech play,-,http://www.flowtechplay.com/
Tech House Pizza,-,https://open.spotify.com/playlist/1LXuV5g9D7aazxhPJHgzBW?si=a704cb0dc72c4740
College Vidya Technical,-,https://collegevidya.com/
MuscleTech India,-,https://www.muscletech.in/
YCS TechSoft,-,http://www.ycstech.in/
Fit-Tech,"Fit-Tech is more than just a brand, it is a community of people that are striving to better themselves, in the gym, outside of the gym, mentally and physically and persistently pursuing their potential. We are here to build Warriors.",http://www.fit-tech.shop/
TechMe.in,-,http://techme.in/
Tech Mahindra SMART Academy,Welcome to the official Tech Mahindra SMART Academy for Healthcare Facebook page. Your journey to become a SMART Paramedic begins here!,http://www.smart-academy.in/
Tech House Pizza,-,https://open.spotify.com/playlist/1LXuV5g9D7aazxhPJHgzBW?si=a704cb0dc72c4740
College Vidya Technical,-,https://collegevidya.com/
Veltech Deemed to be University,Veltech Deemed to be University,https://bit.ly/3ngXwlp
Tech House Pizza,-,https://open.spotify.com/playlist/1LXuV5g9D7aazxhPJHgzBW?si=a704cb0dc72c4740
Tech Mahindra SMART Academy,Welcome to the official Tech Mahindra SMART Academy for Healthcare Facebook page. Your journey to become a SMART Paramedic begins here!,http://www.smart-academy.in/
Startechcorporation.in,"Certificate course,“Online Digital Marketing,” from XLRI Management Institute, Jamshedpur.",http://www.startechcorporation.in/
Tech Mouse Club,An Online Education Club for web tech enthusiasts.,https://techmouseclub.com/
Tech Mahindra SMART Academy,Welcome to the official Tech Mahindra SMART Academy for Healthcare Facebook page. Your journey to become a SMART Paramedic begins here!,http://www.smart-academy.in/
Startechcorporation.in,"Certificate course,“Online Digital Marketing,” from XLRI Management Institute, Jamshedpur.",http://www.startechcorporation.in/
Tech Mouse Club,An Online Education Club for web tech enthusiasts.,https://techmouseclub.com/
Nirmala Institutions,"Nirmala Institutions, one of the pioneers in higher education, embarked on its first venture in 1954 with the objective of moulding responsible citizens who could creatively contribute to the betterment of the society.",https://www.nirmalacollege.edu.in/
Tech Mahindra SMART Academy,Welcome to the official Tech Mahindra SMART Academy for Healthcare Facebook page. Your journey to become a SMART Paramedic begins here!,http://www.smart-academy.in/
College Vidya Technical,-,https://collegevidya.com/
Tech House Pizza,-,https://open.spotify.com/playlist/1LXuV5g9D7aazxhPJHgzBW?si=a704cb0dc72c4740
"Vishwa Agro Tech, Silage, TMR and Organic Compost Production Unit","Vishwa AgroTech is a Greenfield MSME venture with business leadership in a diverse range of agri-based products. We are Proud brand owners of NutriRich Compost,  Animal feeds like NutriRich Silage, NutriRich TMR .",http://www.vishwaagrotech.com/
Tech It Out with Yang Zhao,"Science & Tech reporter, tracking China science programs
Love science, tech, space, documentary making",https://www.youtube.com/c/TechItOutwithYangZhao
Tech It Out with Yang Zhao,"Science & Tech reporter, tracking China science programs
Love science, tech, space, documentary making",https://www.youtube.com/c/TechItOutwithYangZhao
"Vishwa Agro Tech, Silage, TMR and Organic Compost Production Unit","Vishwa AgroTech is a Greenfield MSME venture with business leadership in a diverse range of agri-based products. We are Proud brand owners of NutriRich Compost,  Animal feeds like NutriRich Silage, NutriRich TMR .",http://www.vishwaagrotech.com/
"Vishwa Agro Tech, Silage, TMR and Organic Compost Production Unit","Vishwa AgroTech is a Greenfield MSME venture with business leadership in a diverse range of agri-based products. We are Proud brand owners of NutriRich Compost,  Animal feeds like NutriRich Silage, NutriRich TMR .",http://www.vishwaagrotech.com/
"Vishwa Agro Tech, Silage, TMR and Organic Compost Production Unit","Vishwa AgroTech is a Greenfield MSME venture with business leadership in a diverse range of agri-based products. We are Proud brand owners of NutriRich Compost,  Animal feeds like NutriRich Silage, NutriRich TMR .",http://www.vishwaagrotech.com/
AD-Tech It & Design Institute,Ad-tech Is Working Since 2008 With 15 Year Experience In IT And Designing Field.,https://www.adtechinstitute.com/
PinTech Digital,"PinTech Digital Solutions is a Leading Digital Marketing Agency. Actively Involved In SEO,SEM,EMAIL MARKETING,SMM etc....",https://www.pintechdigital.com/
GCS Computer Tech Pvt. Ltd Patiala,GCS Computer Tech Pvt. Ltd Patiala,http://www.gcspatiala.in/
Surana High Tech International School,"An upcoming IB School in collaboration with High Tech High, USA
2023-24 Admissions Open Now👩‍🎓",http://suranahightech.com/
AD-Tech It & Design Institute,Ad-tech Is Working Since 2008 With 15 Year Experience In IT And Designing Field.,https://www.adtechinstitute.com/
Prepfortech,We help working professionals prepare for tech interviews targeting software engineering roles at top product based companies.,https://prepfortech.in/
3DCAD Software,"Power your creativity with automation, collaboration, and machine-learning features of AutoCAD",https://consultkay.com/clients/techdata/
ITechGurus,"PMI® Authorized | Professional Coaching | Training Center | PMP® Training, PMI® ACP Agile, Scrum & Sixsigma® Training, Data 
Science Coaching, AI -Machine Learning | Corporate Training |",https://www.itechgurus.org/
3DCAD Software,"Power your creativity with automation, collaboration, and machine-learning features of AutoCAD",https://consultkay.com/clients/techdata/
RadhaSai EduTech,Result Driven Coaching for IIT & Medical Entrance Exams,http://www.radhasai.com/
M-Tech Metal Industries,M-Tech Metal is a Quality Manufacturer of Brass Ball Valves in Jamnagar Gujarat India.,http://www.m-techmetal.com/
Prepfortech,We help working professionals prepare for tech interviews targeting software engineering roles at top product based companies.,https://prepfortech.in/
3DCAD Software,"Power your creativity with automation, collaboration, and machine-learning features of AutoCAD",https://consultkay.com/clients/techdata/
ITechGurus,"PMI® Authorized | Professional Coaching | Training Center | PMP® Training, PMI® ACP Agile, Scrum & Sixsigma® Training, Data 
Science Coaching, AI -Machine Learning | Corporate Training |",https://www.itechgurus.org/
3DCAD Software,"Power your creativity with automation, collaboration, and machine-learning features of AutoCAD",https://consultkay.com/clients/techdata/
RadhaSai EduTech,Result Driven Coaching for IIT & Medical Entrance Exams,http://www.radhasai.com/
M-Tech Metal Industries,M-Tech Metal is a Quality Manufacturer of Brass Ball Valves in Jamnagar Gujarat India.,http://www.m-techmetal.com/
STACG Hi-Tech Sr.Sec.School - Idaikal,STACG where we make teaching more lively and interesting with state of art facilities. Our academic programme is designed to empower students with creativity and imagination.We hope this will enable them to evolve into global citizens of tomorrow.,http://www.stacg.com/
Maxity-Tech Ltd,"Coordinamento Sicurezza nei Cantieri - Progettazione, Direzione Lavori e servizi integrati - Certificazione Energetica (certificatore CENED); Consulenza per privati e imprese",http://geometradavidetrevisani.blogspot.it/
STACG Hi-Tech Sr.Sec.School - Idaikal,STACG where we make teaching more lively and interesting with state of art facilities. Our academic programme is designed to empower students with creativity and imagination.We hope this will enable them to evolve into global citizens of tomorrow.,http://www.stacg.com/
Maxity-Tech Ltd,"Coordinamento Sicurezza nei Cantieri - Progettazione, Direzione Lavori e servizi integrati - Certificazione Energetica (certificatore CENED); Consulenza per privati e imprese",http://geometradavidetrevisani.blogspot.it/
Maxity-Tech Ltd,"Coordinamento Sicurezza nei Cantieri - Progettazione, Direzione Lavori e servizi integrati - Certificazione Energetica (certificatore CENED); Consulenza per privati e imprese",http://geometradavidetrevisani.blogspot.it/
Maxity-Tech Ltd,"Coordinamento Sicurezza nei Cantieri - Progettazione, Direzione Lavori e servizi integrati - Certificazione Energetica (certificatore CENED); Consulenza per privati e imprese",http://geometradavidetrevisani.blogspot.it/
STACG Hi-Tech Sr.Sec.School - Idaikal,STACG where we make teaching more lively and interesting with state of art facilities. Our academic programme is designed to empower students with creativity and imagination.We hope this will enable them to evolve into global citizens of tomorrow.,http://www.stacg.com/
Maxity-Tech Ltd,"Coordinamento Sicurezza nei Cantieri - Progettazione, Direzione Lavori e servizi integrati - Certificazione Energetica (certificatore CENED); Consulenza per privati e imprese",http://geometradavidetrevisani.blogspot.it/
STACG Hi-Tech Sr.Sec.School - Idaikal,STACG where we make teaching more lively and interesting with state of art facilities. Our academic programme is designed to empower students with creativity and imagination.We hope this will enable them to evolve into global citizens of tomorrow.,http://www.stacg.com/
STACG Hi-Tech Sr.Sec.School - Idaikal,STACG where we make teaching more lively and interesting with state of art facilities. Our academic programme is designed to empower students with creativity and imagination.We hope this will enable them to evolve into global citizens of tomorrow.,http://www.stacg.com/
Maxity-Tech Ltd,"Coordinamento Sicurezza nei Cantieri - Progettazione, Direzione Lavori e servizi integrati - Certificazione Energetica (certificatore CENED); Consulenza per privati e imprese",http://geometradavidetrevisani.blogspot.it/
STACG Hi-Tech Sr.Sec.School - Idaikal,STACG where we make teaching more lively and interesting with state of art facilities. Our academic programme is designed to empower students with creativity and imagination.We hope this will enable them to evolve into global citizens of tomorrow.,http://www.stacg.com/
IPL Tech Electric Pvt Ltd Part of Murugappa Group,Required Franchise for Heavy Duty Truck  EV Charging Station,https://www.ipltelectric.com/
Hitachi High-Tech Analytical Science,"We're a global Hitachi Company offering a wide range of connected materials analysis solutions. We help our customers become more successful & sustainable by enabling more efficient and automated processes to ensure product quality, safety and compliance.",https://hha.hitachi-hightech.com/
